line_type,os_type,library_version,device_id,app_version,log_number,process_id,os_build_version,os_version,level,message,package,obj_name,thread_id,log_time,short_user_id,version,time_in_bkgd,obj_memref,file_line_index,received_time,app_id,received_date,device_id_prefix
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"model: iPhone10,1",SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.565,0,1,INACT,0,10,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,log format: json,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.565,0,1,INACT,0,11,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,carrier: unknown_carrier,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.566,0,1,INACT,0,12,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,server_base_url: (null),SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.566,0,1,INACT,0,13,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,aws_region: unknown_region,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.566,0,1,INACT,0,14,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,language: ja-JP,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.566,0,1,INACT,0,15,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,locale: en_JP,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.566,0,1,INACT,0,16,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,userid: unknown_user,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.567,0,1,INACT,0,17,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,log file generation: 1743,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.567,0,1,INACT,0,18,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"HDR: iPhone10,1 iOS 16.7.12 (20H364) jp.co.aioinissaydowa.ToughMimamoruPlusS 3.0.14 (122) 13.3.1.29226 (ea8d074fa101f087)",SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.567,0,1,INACT,0,19,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,HDR: unknown_user unknown_deviceid (null) unknown_region carrier:unknown_carrier lang:ja-JP locale:en_JP gen:1743,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.567,0,1,INACT,0,20,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,HDR: boot time: 1762483557736,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.567,0,1,INACT,0,21,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,data path (/var/mobile/Containers/Data/Application/AC0318FF-31F1-4F27-9ADC-40DB2952DE9C/Library/Application Support/com.cmtelematics.mobilelibrary.data) already exists,SDK,CMTDataFileRootPathManager,MAIN,2025-11-07 02:46:38.568,0,1,INACT,0,22,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,NSFileProtectionKey path attributes for /var/mobile/Containers/Data/Application/AC0318FF-31F1-4F27-9ADC-40DB2952DE9C/Library/Application Support/com.cmtelematics.mobilelibrary.data are okay,SDK,CMTDataFileRootPathManager,MAIN,2025-11-07 02:46:38.568,0,1,INACT,0,23,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,WARN,CMTMobileLibraryCore.sharedInstanceProtected called 6 times before initialization,SDK,CMTMobileLibraryCore,MAIN,2025-11-07 02:46:38.568,0,1,INACT,0,24,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,WARN,"Showing the first 6 private call(s): [[""2   CMTMobileLibrary                    0x00000001059f1fa8 CMTMTLEqualObjects + 11924"",""3   CMTMobileLibrary                    0x0000000105a657e4 CLog + 4020"",""4   CMTMobileLibrary                    0x0000000105a65704 CLog + 3796"",""5   CMTMobileLibrary                    0x0000000105a2f808 CMTMTLEqualObjects + 263924"",""6   CMTMobileLibrary                    0x0000000105af8b70 CMTValetAtomicSecItemDelete + 22664"",""7   CMTMobileLibrary                    0x0000000105af8980 CMTValetAtomicSecItemDelete + 22168"",""8   CMTMobileLibrary                    0x00000001059f2350 CMTMTLEqualObjects + 12860""],[""2   CMTMobileLibrary                    0x00000001059f1fa8 CMTMTLEqualObjects + 11924"",""3   CMTMobileLibrary                    0x0000000105a657e4 CLog + 4020"",""4   CMTMobileLibrary                    0x0000000105a65704 CLog + 3796"",""5   CMTMobileLibrary                    0x0000000105a8569c CLog + 134764"",""6   CMTMobileLibrary                    0x0000000105a86634 CLog + 138756"",""7   CMTMobileLibrary                    0x0000000105af8bc4 CMTValetAtomicSecItemDelete + 22748"",""8   CMTMobileLibrary                    0x0000000105af89a8 CMTValetAtomicSecItemDelete + 22208""],[""2   CMTMobileLibrary                    0x00000001059f1fa8 CMTMTLEqualObjects + 11924"",""3   CMTMobileLibrary                    0x0000000105a657e4 CLog + 4020"",""4   CMTMobileLibrary                    0x0000000105a65704 CLog + 3796"",""5   CMTMobileLibrary                    0x0000000105a85760 CLog + 134960"",""6   CMTMobileLibrary                    0x0000000105a86634 CLog + 138756"",""7   CMTMobileLibrary                    0x0000000105af8bc4 CMTValetAtomicSecItemDelete + 22748"",""8   CMTMobileLibrary                    0x0000000105af89a8 CMTValetAtomicSecItemDelete + 22208""],[""2   CMTMobileLibrary                    0x00000001059f1fa8 CMTMTLEqualObjects + 11924"",""3   CMTMobileLibrary                    0x0000000105a657e4 CLog + 4020"",""4   CMTMobileLibrary                    0x0000000105a65704 CLog + 3796"",""5   CMT",SDK,CMTMobileLibraryCore,MAIN,2025-11-07 02:46:38.569,0,1,INACT,0,25,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"CMTMobileLibraryCore initialization: called with serverConfig = <CMTServerConfiguration: 0x28253b540, { apiKey = d6348a1f, serverURL = https://mobile-aioi-prod.cmtelematics.com }>, launchOptions = (null)",SDK,CMTMobileLibraryCore,MAIN,2025-11-07 02:46:38.569,0,1,INACT,0,26,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Found CMTVersionStateDatabaseTable,SDK,CMTVersionState,MAIN,2025-11-07 02:46:38.572,0,1,INACT,0,27,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"bundle = 122, bundle_short = 3.0.14, library_version = 13.3.1.29226 ea8d074fa101f087",SDK,CMTVersionState,MAIN,2025-11-07 02:46:38.572,0,1,INACT,0,28,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,DEBUG,Elapsed time to load dictionary from cachefile config.json was 0.000836 seconds,SDK,CMTJSONFileCacheManager,MAIN,2025-11-07 02:46:38.588,0,1,INACT,0,29,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,DEBUG,Has local copy already,SDK,CMTConfigurationDataProvider,MAIN,2025-11-07 02:46:38.588,0,1,INACT,0,30,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,DEBUG,Elapsed time to load dictionary from cachefile user_config.json was 0.000736 seconds,SDK,CMTJSONFileCacheManager,MAIN,2025-11-07 02:46:38.589,0,1,INACT,0,31,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,DEBUG,Has local copy already,SDK,CMTConfigurationDataProvider,MAIN,2025-11-07 02:46:38.589,0,1,INACT,0,32,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,WARN,APP log level set to 3,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.596,0,1,INACT,0,33,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,WARN,SDK log level set to 3,SDK,CMTPersistentLog,MAIN,2025-11-07 02:46:38.597,0,1,INACT,0,34,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"Legacy directories don't exist OR new ticks directories already exist, not attempting migration",SDK,CMTTicksMigrator,MAIN,2025-11-07 02:46:38.599,0,1,INACT,0,35,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Initializing filter engine,SDK,CMTMobileLibraryCore,MAIN,2025-11-07 02:46:38.608,0,1,INACT,0,36,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Allocating CLLocation manager on Main.,SDK,CMTPrivateUtils,MAIN,2025-11-07 02:46:40.106,0,1,INACT,0,37,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,CLActivityType: OTHER (from given locationManagerActivityType 'OTHER'),SDK,CMTPrivateUtils,MAIN,2025-11-07 02:46:40.111,0,1,INACT,0,38,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,CLActivityType: OTHER,SDK,CMTEventLogger,MAIN,2025-11-07 02:46:40.111,0,1,INACT,0,39,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Allocating CLLocation manager on Main.,SDK,CMTPrivateUtils,MAIN,2025-11-07 02:46:40.112,0,1,INACT,0,40,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,CLActivityType: OTHER (from given locationManagerActivityType 'OTHER'),SDK,CMTPrivateUtils,MAIN,2025-11-07 02:46:40.113,0,1,INACT,0,41,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"event {""event"":""LOCATION_SERVICES_ON"",""ts"":1762483600125}",SDK,CMTEventLogger,MAIN,2025-11-07 02:46:40.126,0,1,INACT,0,42,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Storing 1 row. Total inserted=1 deleted=0,SDK,CMTDeviceEventDatabase,MAIN,2025-11-07 02:46:40.131,0,1,INACT,0,43,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"event {""event"":""PRECISE_LOCATION_ON"",""ts"":1762483600131}",SDK,CMTEventLogger,MAIN,2025-11-07 02:46:40.131,0,1,INACT,0,44,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"event {""event"":""BACKGROUND_REFRESH_ON"",""ts"":1762483600133}",SDK,CMTEventLogger,MAIN,2025-11-07 02:46:40.134,0,1,INACT,0,45,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"event {""event"":""LAUNCH_FOR_NULL_USER"",""ts"":1762483600138}",SDK,CMTEventLogger,MAIN,2025-11-07 02:46:40.138,0,1,INACT,0,46,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"event {""event"":""LIBRARY_INITIALIZED"",""ts"":1762483600141}",SDK,CMTEventLogger,MAIN,2025-11-07 02:46:40.141,0,1,INACT,0,47,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"privateInitializeWithServerConfiguration:withLaunchOptions:withError: called (application launched), launch_dict: (null), launch_reason: null-user",SDK,CMTMobileLibraryCore,MAIN,2025-11-07 02:46:40.149,0,1,INACT,0,48,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,CMTMobileLibraryCore SDK-10244 feature flag: YES,SDK,CMTMobileLibraryCore,MAIN,2025-11-07 02:46:40.149,0,1,INACT,0,49,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,current user read from cache,SDK,CMTUser,MAIN,2025-11-07 02:46:40.154,0,1,INACT,0,50,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Setup user: Authenticated user = 485526135,SDK,CMTUser,MAIN,2025-11-07 02:46:40.157,0,1,INACT,0,51,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"allocating 0x2801377e0, user = 485526135",SDK,CMTTripDatabase,MAIN,2025-11-07 02:46:40.158,0,1,INACT,0,52,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,createCachedListOfDrives: number of trips in database = 35,SDK,CMTTripDatabase,MAIN,2025-11-07 02:46:40.195,0,1,INACT,0,53,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,garbage collecting raw files,SDK,CMTTripDatabase,MAIN,2025-11-07 02:46:40.218,0,1,INACT,0,54,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,crash_detector_app_notification_policy: backend_verified_only,SDK,CMTImpactDataManager,MAIN,2025-11-07 02:46:40.219,0,1,INACT,0,55,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"Setup user: Tag User - Initializing CMTVehicleManager, CMTTagDatabase",SDK,CMTUser,MAIN,2025-11-07 02:46:40.219,0,1,INACT,0,56,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"sensor_engine_trip_detection_1sdk: false, tagUser: true, use sensor engine for trip detection: false",SDK,CMTDriveDetectorFactory,MAIN,2025-11-07 02:46:40.395,0,1,INACT,0,57,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"allocating 0x106854cd0, userId:485526135, launchedForLocation:NO",SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.401,0,1,INACT,0,58,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"tagMode:1, config.monitorSigLocOutsideDrivesInTagMode:0",SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.402,0,1,INACT,0,59,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"tagMode:1, config.useLocUpdatesOutsideDrivesInTagMode:1",SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.403,0,1,INACT,0,60,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,initializing motion activity logging,SDK,CMTMotionActivityLogger,MAIN,2025-11-07 02:46:40.403,0,1,INACT,0,61,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"previousShouldAutoStart:NO, shouldAutoStart:NO, driveDetectorParams.autoStartStop:NO",SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.412,0,1,INACT,0,62,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"Called stopMonitoringForDrives, userId:485526135",SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.413,0,1,INACT,0,63,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Stopping M7 Stop detection,SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.414,0,1,INACT,0,64,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Stopping keepAliveLocationManager. From timer = NO,SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.414,0,1,INACT,0,65,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,Using speed threshold: 4.170000 (4.17 was provided),SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.415,0,1,INACT,0,66,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,trip detector mode = CMTTripDetectorModeTag,SDK,CMTTripDetector,MAIN,2025-11-07 02:46:40.416,0,1,INACT,0,67,2025-11-07 03:01:25.484,474,2025-11-07,26  
json,iOS,13.3.1.29226 (ea8d074fa101f087),26A5ADE0-A66F-4EA2-BF47-B3BC1E535EBA,3.0.14.122,1743,278,20H364,16.7.12,INFO,"tagMode:1, config.monitorSigLocOutsideDrivesInTagMode:0",SDK,CMTDriveDetector,MAIN,2025-11-07 02:46:40.416,0,1,INACT,0,68,2025-11-07 03:01:25.484,474,2025-11-07,26  
